,2012-01-20,2012-01-20.1,2012-01-25,2012-01-27,2012-01-27.1,2012-01-31,2012-02-01,2012-02-02,2012-02-04,2012-02-07,2012-02-08,2012-02-08.1,2012-02-09,2012-02-12,2012-02-13,2012-02-14,2012-02-14.1,2012-02-14.2,2012-02-15,2012-02-16,2012-02-17,2012-02-18,2012-02-18.1,2012-02-19,2012-02-19.1,2012-02-21,2012-02-21.1,2012-02-21.2,2012-02-22,2012-02-28,2012-02-28.1,2012-02-29,2012-03-04,2012-03-05,2012-03-08,2012-03-08.1,2012-03-11,2012-03-11.1,2012-03-13,2012-03-19,2012-03-20,2012-03-31,2012-04-06,2012-04-09,2012-04-11,2012-04-13,2012-04-14,2012-04-21
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,3501.8565417118025,4354.591731559801,3441.7813867760997,3078.3771482340044,3514.4026692988236,3369.984898419229,2838.470390251787,2902.137354708639,2907.42128180525,3943.362980845771,3932.9605234066094,3500.837786351125,3649.382028059195,3625.2962928077222,887.424723331155,3331.1512022041998,455.58827758569817,3416.301101266616,4074.240118757205,2472.9100753207463,2457.9805569546147,2694.182001899719,1128.130129927463,3090.97596422198,2786.537542805413,4083.8820144935466,215.92883979720932,3706.38684124035,4085.499361794281,1762.4839104881669,2011.7757128475016,3965.8602418733913,3678.3918906313284,3864.20710234096,2963.8534977119593,375.87655222952935,257.94531199899313,2880.406108121804,0.1,842.0039794342513,1107.5361914347734,0.1,3415.7947946106074,2813.4178094023364,3200.1180572829803,2796.0817309105223,3091.7882753882936,2942.00144118177
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,342.24529992408384,425.5976330175688,336.37254207181564,300.86728996161617,343.48298535725985,329.3671757136177,277.42375365974254,283.6456086904782,284.1603872933444,385.40729231509215,384.3898526555593,342.1585512554244,356.54846871163437,354.32134379220935,86.84195693509074,325.5714419904158,44.67015215358711,333.89381698935904,398.18870569762095,233.98122851428062,240.23728554486084,263.31542085313265,110.34630980865313,302.0985297905911,272.348551152975,399.1466729441562,21.25691198457807,362.2467603225515,399.3024877026745,172.280815182337,196.64115735054506,387.60520498860114,359.50956485925417,377.6712606823944,289.7037468251803,36.8775352497316,25.407336233969346,281.52566921222234,0.1,82.43722302866294,108.3241027066522,0.1,333.85033096363065,274.97466151085314,312.7648461228593,273.27965634843963,302.17805513160704,287.541633283897
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,1654.4006872898053,2055.607558287268,1626.2146393806738,1453.035195711361,1658.785672585502,1590.757818233707,1339.2719958995895,1369.4145727973826,1372.1294882568552,1861.3171212811108,1856.5072075556848,1652.2036188823083,1739.4744193522406,1711.1162938905288,404.2985674958872,1572.4674110896826,195.91115390550613,1612.6336609080108,1924.42526503178,2199.4144820602787,1159.5464911666436,1271.997103689457,520.746615288544,1458.9972722353627,1314.6934344530885,1926.8866861112451,81.44486643641883,1749.3952664785888,1927.9523411916648,828.8037846533466,947.0568033679252,1872.052926259877,1736.327174793409,1823.911363991322,1395.0288575557377,158.54546469608078,95.39828618735626,1358.6245083350716,0.1,378.24178664074304,512.2903169716059,0.1,1611.5917085893004,1327.5219526455585,1510.6156158080123,1319.4263347403273,1459.362815167715,1388.24689652534
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,14.26946184816568,18.41221437090865,13.94574224370166,13.068007886287985,14.942949614881018,14.273682554261732,12.261037658123186,12.494620705004852,12.42793647655917,16.741150247340293,16.656561657423588,14.957699552055244,8.6651180986499,15.418809576140227,9.649970671527408,14.09284259146397,9.654857461850264,14.464659649856939,16.759061370362502,0.1,10.697964827141831,11.313111313775261,9.529003013614306,13.115330242251579,12.067035122484658,17.64327020686715,9.179772699251338,15.761776048810196,17.52816676037629,8.737822206243269,9.560439443673463,16.789520685540296,15.58405797065618,16.422528205084994,14.175697081438527,9.21182999720626,11.730536040957615,12.617307017225485,3.8409018002698376,11.320550899959926,8.931373078109957,0.1,14.786543244001448,12.12437685533047,13.53756193156166,12.015577152205625,13.125993458687534,12.657414457740073
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,1133.8938059781626,1411.6128620626212,1114.2519458435986,998.0315843596512,1139.4517360326254,1092.4954301617881,920.7602453560373,941.3133610430826,942.8123071971277,1278.4689616784533,1274.999261745152,1135.2277218175273,1166.7506843169165,1175.4165000901426,301.84544036963064,1079.8668553078603,166.2578473042436,1107.4979179202453,1319.6082386249018,0.1,797.5280559914513,873.1749577947736,377.1377574049041,1002.1014050985738,903.9868261539937,1324.7605772092365,89.86167766580641,1201.7035743418871,1324.9918447469286,574.4276187127679,654.6835193747772,1285.6494743679498,1192.4859349531976,1252.847884667365,964.7321829864566,140.16328899428544,109.18450784369793,934.7844251116533,0.1,291.5973900991943,369.2350483012686,0.1,1108.1124096060832,912.5651876245042,1037.3873107964512,906.8601089925916,1002.3820992083027,954.2221204431256
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,118.90286779926016,154.54358540853534,116.07303208911478,109.77072779892572,125.55875693824669,119.84645496866709,103.33267484646878,105.23568986387505,104.53206243233862,140.62689485298625,139.8512598428237,125.79911990695587,61.79481519558985,129.56418182868558,90.53110597655441,118.3016660324405,93.53160881627188,121.44157438794949,139.91164564975006,0.1,90.28688242039931,94.83009716279524,87.67500213169285,110.15831417981363,101.74566019701773,148.69671205630345,90.41405319348922,132.44304009174422,147.53346710907005,75.41946407206026,81.94999783358277,140.9573170826235,130.85541893637384,137.97850198700715,121.64150902362222,89.64171152537088,115.66012270883208,106.61231736733515,39.363836364590064,107.56413483529148,81.83345962347235,0.1,124.66710356660693,102.13592779292604,113.63888941117928,101.16532953949604,110.25950131771376,106.59279278423786
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,114.35443276320896,142.1958468371459,112.39324357482978,100.52165383536224,114.75949901984914,110.04408410638749,92.68613925674481,94.76540014231216,94.93860533604742,128.7669840507386,128.42760201435323,114.31601151443718,119.21811967151312,118.38059315883936,28.934275914399482,108.77612346384464,14.819362139582068,111.55654028124005,133.04466187501734,83.85083792447121,80.26119579343299,87.97702734743075,36.802801473245566,100.93310276336985,90.99012162815369,133.35323288959356,6.9894611902451205,121.02854198429672,133.406953730076,57.54298885729847,65.68514374040063,129.501962803316,120.11483011528436,126.18209007589064,96.77012344751157,12.217225862734926,8.34381389376907,94.05418594372892,0.1,27.437232977372915,36.134122261558645,0.1,111.53759553121564,91.86829522203837,104.49734605221413,91.30246311571042,100.95957435840782,96.06717413076127
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus,0.1,0.1,0.1,8.741251115421285,16.712821609693652,0.5164815313489136,67.45742402871814,57.332325229089726,32.315300514887745,11.532845995160393,0.14692905192749744,36.9926664711374,0.1,18.46191850491152,1654.9642915033294,0.1,2170.045314024919,0.1,0.1,0.1,81.02380482501104,0.1,1334.64422904393,7.0464743549969215,74.74173195936483,97.77447898582552,2321.692500005755,18.33523876672756,63.518427719443636,357.78393613216775,292.29858638983825,0.1,1.7174977306517412,16.196309091978556,456.1226546058898,2140.4250503561225,2988.2087499323493,117.6456660647375,1238.360705828186,2178.255273141395,1191.2708539240762,0.1,90.0818816111822,58.87228406245622,0.1,48.93373457281783,9.075409434459518,55.638480360314745
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania,7.460791541168804,9.487005855402183,7.308054779471862,6.72289695918934,7.682653017206046,7.349637236857145,6.265261048053317,6.392800618391003,6.376399762733686,8.612322079981151,8.576928190599162,7.6757076736753085,5.829475522982977,7.926435496372278,3.7824954203070447,7.2598154568855655,3.4157001728432865,7.449019414408443,8.729567191474063,0.1,5.450654307095217,5.844986809822202,3.9498736046048455,6.748480009613543,6.160139676233928,9.015019510455634,3.0623321729910544,8.103131497513168,8.980310298324842,4.242873576778734,4.713420148848308,8.646676445754041,8.023533250949447,8.444908998339688,6.972512838400192,3.2088078166476155,3.8979172487761478,6.4127315053015534,1.0899106702916144,4.2675362022377685,3.744931802337897,0.1,7.5495086184396145,6.201045245397582,6.973954331463142,6.152146467055037,6.752516123960795,6.477843173957143
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__,400.8982986194258,498.08118462761917,394.07273908176916,352.07271445664526,401.9249954443482,385.4449824456357,324.49550939579615,331.8012204737176,332.464191393628,450.9999985980998,449.83688201132713,400.3259792277581,421.87135225336976,414.604492688936,97.62269752253631,381.0141105973025,47.02402805508081,390.7458590020218,466.32222918041253,556.9583186058546,280.9447277078407,308.2140528208776,125.90419038469123,353.51769050866517,318.5385584806521,466.8699716528967,19.257371953018968,423.87962131467833,467.1352201334263,200.74798555042992,229.41447694534926,453.6040209579122,420.7165997868734,441.93552049569877,337.9257096701993,37.976301507148335,22.50140154882239,329.17436730007694,0.1,91.20156603808563,123.88465890465024,4.634589076530293,390.47469308628683,321.6502045592598,366.02726742632444,319.69065528424125,353.60584578165384,336.364693390411
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,599.2103167335928,745.2194469548461,588.919413047252,526.8229643602492,601.4463207014246,576.7231004517597,485.7964500657516,496.6869381939615,497.5784378553287,674.8538603192281,673.0678241892912,599.1352411661413,623.5642408277823,620.4250090164362,152.71406611326816,570.0749425733803,79.07451634877543,584.6486890373757,697.1746578239572,363.5014316324785,420.6881920219625,461.0553506130378,193.7437633620465,528.9781996684574,476.91263206559324,698.9456130504857,38.1377490107999,634.3023867198565,699.2049174814566,301.8055041299109,344.43467506216285,678.6972089206253,629.5029870626173,661.3098877003356,507.45223773499254,65.41792415317138,45.66836053423897,492.99873557385536,0.1,145.2080109876168,190.14625479689084,0.1,584.6084877845852,481.50469222602163,547.6505158298394,478.5328084649,529.1182499990948,503.50821985533486
