,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__.2,1106.0,1625.0,1825.6666666666667,1369.67942554678,1532.943540437424,1990.6196170311869,3053.8168145981604,3324.96471277339,3021.079744687458,3118.271770218712,3224.2470638351924,3042.22647518226,2808.2300116335073,2646.356439373971,2737.7326767490395,2649.5618844522246,2598.2347147785645,2610.0550084019774,2575.1047448018735,2613.0495075617796,2505.047150058838,2483.0904614198,2387.1734848363303,2426.4995896348164,2690.759606049424,2753.759606049424,2709.199606049424,2645.519606049424,2950.290897961939,2913.770897961939,3178.810897961939,3629.890897961939,3543.5308979619394,3650.4508979619395,3591.9308979619395,3420.578775481768,3416.538775481768,3786.7278775198292,3920.407877519829,4081.247877519829,4079.247877519829,4061.7278775198292,4149.967877519829,4232.807877519829,4190.527877519829,4194.887877519829,4251.527877519829,4305.527877519829,4370.4078775198295,4584.127877519829,4914.28787751983,5240.28787751983,5785.727877519829,5552.087877519829,5668.4078775198295,5466.887877519829,5451.767877519829,5570.4078775198295,5508.647877519829,5636.047877519829,5848.48,5885.52,5515.343138687694,5539.863138687693,5248.023138687693,5205.743138687693,5160.5831386876935,5050.023138687693,4958.303138687694,4881.423138687694,5106.263138687693,4994.703138687693,4977.063138687693,4788.303138687694,4221.783138687693,3790.2631386876933,3447.463138687693,2892.7831386876933,2830.423138687693,2670.1312568562134,2439.4112568562136,1659.7712568562135,1433.1312568562134,1364.3785309108082,1146.3385309108082,1019.5785309108082,948.9785309108082,958.0753922231152,779.3153922231152,752.5953922231151,743.8549142823732,804.3349142823732,726.0549142823733,862.8949142823732,873.8949142823732,668.7349142823732,668.7349142823732,658.2149142823732,674.0149142823732,686.0549142823733,698.9749142823732,674.8949142823732,731.2949142823732,724.1749142823733,717.2667961138532,713.5467961138532,679.9107961138532,768.1269938466532,777.6029699870985,767.0469699870985,681.3709699870983,677.4909699870983,668.3749699870983,667.2949699870983,664.3389699870983,664.3594479278403,628.1006664011603,715.1922062615602,509.4003244192456,484.2403244192456,486.67513799204556,460.75513799204555,424.07513799204554,398.9551379920456,424.87513799204555,463.23513799204557,505.2751379920456,595.3151379920455,669.9151379920455,760.5551379920455,819.8351379920455,1199.0311379920456,1149.2549402592456,1205.2916900642056,1302.3676900642056,1346.7236900642058,1346.6076900642056,1438.2836900642058,1485.8036900642057,1539.5596900642058,1718.7596900642059,1843.8184715908858,2094.246931730486,2172.4388135728004,2309.9188135728004,2269.6534773585254,2354.0534773585255,2629.373477358525,2817.6534773585254,2828.1734773585254,2909.7334773585253,3007.333477358525,2897.973477358525,2872.373477358525,2846.0534773585255,2928.7334773585253,2609.6934773585253,2683.333477358525,2651.1334773585254,2587.853477358525,2602.453477358525,2667.209477358525,2659.529477358525,2636.129477358525,2622.729477358525,2462.369477358525,2394.969477358525,2090.809477358525,2070.609477358525,1974.7694773585251,2010.0800000000004,2002.3200000000004,1785.3200000000004,1634.2400000000002,1606.2000000000003,1487.2800000000002,1360.9200000000003,1413.0000000000002,1422.8000000000002,1411.8400000000004,1274.4800000000002,1322.0400000000002,1746.8000000000002,1935.5200000000002,2127.84,2088.1600000000003,2167.84,2122.0400000000004,2129.7200000000003,2136.4,2123.5600000000004,2215.5600000000004,2349.92,2392.4,2350.7272613814375,2378.2472613814375,2449.9672613814378,2502.5672613814377,2520.1272613814376,2625.767261381438,2683.607261381438,3000.927261381438,3255.647261381438,3316.247261381438,3280.327261381438,3335.887261381438,3290.687261381438,2816.447261381438,2636.207261381438,2466.687261381438,2669.607261381438,2565.567261381438,2568.247261381438,2578.807261381438,2540.847261381438,2534.7755254937306,2386.055525493731,2322.0955254937307,2311.4155254937305,2401.448264112293,2487.888264112293,2387.0882641122935,2323.568264112293,2381.6482641122934,2323.568264112293,2414.7682641122933,2413.968264112293,2262.528264112293,2320.8482641122932,2428.888264112293,2498.2882641122933,2509.7282641122933,2673.7282641122933,2866.2082641122934,2993.6482641122934,2914.6482641122934,2996.488264112293,3057.368264112293,3107.1682641122934,3498.2482641122933,3633.2800000000007,3726.6000000000004,4072.0400000000004,3988.6800000000007,3912.4400000000005,3864.8000000000006,3835.9200000000005,3803.6800000000007,3718.4400000000005,3651.4000000000005,3506.4000000000005,3189.4000000000005,2988.8000000000006,2820.2800000000007,2729.5600000000004,2616.5200000000004,2566.7600000000007,2335.7200000000007,2142.9600000000005,1984.9200000000005,1859.6400000000006,1775.8400000000006,1674.0965368415214,1607.8965368415215,1223.6165368415213,1095.7365368415215,978.1365368415214,534.3365368415215,533.1765368415214,536.5365368415214,450.69653684152144,577.3365368415215,569.2965368415214,545.1765368415214,549.0165368415214,545.9765368415215,637.5365368415214,679.9765368415215,695.1765368415214,678.3365368415215,673.0965368415215,655.2965368415214,696.2565368415214,667.2165368415215,670.9765368415215,657.2165368415215,624.6165368415215,629.6800000000006,606.1600000000005,596.4400000000006,595.6400000000006,597.8800000000006,582.3600000000006,580.5600000000006,578.4800000000006,732.8800000000006,625.5600000000006,651.2400000000006,683.7200000000006,698.2800000000005,742.4000000000005,659.6400000000006,609.4800000000006,591.1200000000006,578.6800000000006,567.7200000000006,565.5200000000006,515.6400000000006,507.6800000000006,511.76000000000056,517.9600000000006,530.6000000000006,539.5600000000006,548.0400000000005,545.2800000000005,544.4000000000005,550.6800000000006,562.2400000000006,575.4800000000006,594.4800000000006,436.3600000000006,423.2400000000006,404.00000000000057,374.76000000000056,368.9600000000006,334.64000000000055,332.3600000000006,353.8400000000006,410.76000000000056,426.2800000000006,448.0800000000006,463.2400000000006,500.1600000000006,535.1600000000005,501.6800000000006,494.76000000000056,485.2400000000006,479.1200000000006,479.56000000000057,482.00000000000057,484.2400000000006
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__.515,590.0,918.0,933.0,699.7949717412313,839.0359773929849,881.6966478274875,941.3114124235607,1168.0224858706156,1183.3533207738806,1225.9179886964926,1277.198171542266,1269.431657247077,1171.7907605357634,1144.0914204974947,1178.4853257976617,1174.954992935308,1185.1929345273486,1197.6266603869403,1199.6463098402594,1230.3639943482463,1183.7752327126157,1229.239994862042,1220.2295603028228,1243.6783286235386,1308.611195478597,1431.611195478597,1414.771195478597,1454.6511954785972,1495.484,1549.524,1597.524,1695.444,1690.444,1764.244,1760.2839999999999,1688.6879999999999,1719.808,1805.844,1899.964,1926.924,1921.604,1876.524,1853.164,1872.724,1898.684,1989.964,2082.964,2178.1639999999998,2231.884,2196.884,2112.1639999999998,2158.244,2184.404,2244.004,2180.804,2134.604,2095.244,2088.884,2037.884,2049.484,2111.0,2115.44,2029.4050440717058,2041.8850440717058,2009.8050440717059,2001.4850440717057,2043.4050440717058,2093.7650440717057,2054.925044071706,1993.6450440717058,1988.4050440717058,1841.2050440717057,1732.4450440717058,1626.2050440717057,1546.9250440717058,1485.3650440717058,1518.4450440717058,1424.4450440717058,1332.045044071706,1285.4450440717058,1244.8850440717058,1144.1250440717058,1049.4850440717057,974.4490440717058,951.3290440717058,926.8890440717057,846.2090440717058,850.0040000000001,712.7640000000001,653.1640000000001,621.9365164633055,579.4165164633055,509.05651646330546,530.0165164633055,517.2965164633055,438.37651646330545,420.49651646330545,409.17651646330546,398.29651646330547,413.05651646330546,430.5365164633055,322.57651646330544,365.85651646330547,363.41651646330547,363.45651646330543,360.25651646330545,364.85651646330547,365.5365164633055,366.85251646330545,319.1325164633054,285.77251646330546,286.37251646330543,299.2525164633054,315.0125164633054,340.53251646330546,363.80000000000007,378.56000000000006,420.5200000000001,369.44000000000005,399.80000000000007,500.80000000000007,570.6400000000001,659.64,790.52,794.56,805.44,842.56,816.36,854.92,892.16,934.8,997.84,1016.68,1034.96,1062.84,1076.16,1073.36,1083.6,1094.4,1127.0,1158.64,1196.4,1211.92,1261.12,1285.48,1167.2839999999999,1225.0439999999999,1279.404,1194.484,1230.684,1295.204,1324.244,1357.724,1377.444,1396.644,1390.964,1353.364,1377.004,1378.004,1381.5639999999999,1409.644,1476.164,1552.244,1553.124,1543.2839999999999,1561.2839999999999,1555.524,1569.964,1585.684,1612.8039999999999,1663.24,1595.92,1499.0,1495.2,1496.44,1444.32,1400.32,1406.28,1396.4,1427.48,1458.72,1470.56,1475.0,1501.92,1568.36,1604.6,1597.24,1518.12,1514.6,1490.32,1445.16,1445.56,1425.04,1414.12,1307.764,1311.5639999999999,1316.0839999999998,1268.724,1239.444,1239.404,1269.764,1306.724,1326.364,1302.884,1275.164,1329.0439999999999,1427.5639999999999,1441.204,1478.124,1533.164,1565.724,1548.444,1580.3239999999998,1596.924,1605.404,1577.648,1598.568,1575.568,1581.128,1605.724,1580.444,1575.524,1624.924,1669.884,1704.124,1649.524,1652.2839999999999,1619.964,1649.204,1646.524,1628.444,1513.8039999999999,1481.5639999999999,1456.124,1370.844,1277.844,1276.724,1238.244,1244.444,1241.364,1283.12,1298.48,1352.52,1309.52,1294.64,1286.48,1221.88,1163.56,1106.48,1030.32,1029.56,972.68,926.16,878.68,835.92,742.84,739.12,730.8,692.12,639.92,633.48,607.52,590.2477579995725,557.6877579995726,543.8077579995726,522.8477579995725,454.08775799957255,380.4077579995726,391.4077579995726,402.08775799957255,409.4877579995726,443.76775799957255,465.08775799957255,470.1677579995726,473.20775799957255,498.96775799957254,523.4877579995725,527.1277579995726,523.6077579995725,525.8077579995726,531.0877579995725,512.8077579995726,503.44775799957256,503.4877579995726,505.7277579995726,516.2877579995726,505.32775799957255,508.36,494.12,482.92,466.28,451.76,431.4,410.24,414.72,409.64,414.88,416.12,417.84,408.4,393.72,370.8,359.44,352.32,340.2,322.68,312.88,298.24,283.04,274.88,254.4,260.24,272.72,286.44,290.68,299.32,302.64,320.52,329.88,320.76,313.44,287.4,274.28,285.8,292.72,293.12,307.52,343.96,378.52,403.92,454.64,474.76,512.52,542.36,533.4,529.6,529.56,526.72,518.6,521.76,532.24
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii.39,463.0,687.5,746.0,559.5626242628473,755.6500994102778,955.7084161752315,956.6072138644842,1097.0313121314236,1065.138944116821,1109.2250497051389,1138.6591360955808,1176.0208747542824,1085.5654228501069,1102.167892646528,1162.8233664700927,1141.6469060657118,1142.9617939441994,1147.4083609472993,1132.43949984481,1148.8175248525695,1104.1119284310184,1161.5613862296086,1131.4065433500605,1145.8479373771413,1199.0940198820556,1277.8540198820556,1294.1340198820556,1382.3340198820556,1444.364,1452.124,1455.884,1497.444,1499.684,1611.5639999999999,1642.0439999999999,1584.7279999999998,1603.5279999999998,1655.724,1715.404,1709.724,1722.5639999999999,1706.484,1706.164,1760.404,1778.164,1815.924,1886.764,1980.764,2012.164,1993.244,1954.404,1979.724,1986.0439999999999,1998.0439999999999,2006.884,1975.164,1962.8039999999999,2001.364,1949.004,1945.364,2063.32,2069.04,2016.844,1981.404,1947.204,1925.3239999999998,1931.844,1937.484,1865.3239999999998,1812.124,1825.8039999999999,1688.884,1604.444,1555.0439999999999,1475.3239999999998,1418.124,1404.724,1282.524,1214.124,1136.0839999999998,1090.244,1026.244,905.8439999999999,813.9279999999999,741.0079999999999,658.1279999999999,571.4479999999999,578.4439999999998,501.56399999999985,461.1639999999999,437.2504275722169,409.05042757221685,373.17042757221685,390.97042757221686,408.37042757221684,395.49042757221684,415.37042757221684,425.29042757221686,400.61042757221685,420.05042757221685,441.6904275722169,381.53042757221687,431.29042757221686,441.05042757221685,440.93042757221684,438.1304275722169,436.97042757221686,434.2104275722169,434.40642757221684,420.40642757221684,386.56642757221687,387.28642757221684,401.60642757221683,412.9264275722169,452.84642757221684,476.35999999999984,505.4399999999998,551.5599999999998,517.1639999999999,535.3639999999999,601.0839999999998,641.3639999999999,704.9639999999999,769.324,767.3639999999999,782.1239999999999,828.0039999999999,833.404,903.164,990.2439999999999,1079.3239999999998,1181.764,1201.404,1229.004,1248.764,1261.004,1259.0583851511371,1283.858385151137,1313.2183851511372,1375.4583851511372,1447.378385151137,1502.8183851511371,1482.7383851511372,1553.8543851511372,1651.9343851511373,1539.2583851511372,1546.9383851511373,1599.5383851511372,1565.0583851511371,1585.3383851511371,1615.1783851511373,1607.4583851511372,1624.8983851511373,1622.0183851511372,1593.1783851511373,1601.1783851511373,1564.6983851511372,1591.9783851511372,1621.2183851511372,1662.5383851511372,1743.1383851511373,1845.924,1904.124,1892.844,1850.124,1826.724,1809.884,1847.964,1842.684,1785.5639999999999,1859.04,1850.56,1735.6,1737.28,1739.32,1721.44,1724.24,1709.92,1657.32,1650.0,1598.56,1575.76,1546.88,1529.28,1537.76,1501.88,1431.68,1344.76,1333.36,1309.12,1268.68,1246.04,1227.52,1186.68,1087.164,1039.2839999999999,998.324,966.4839999999999,932.8839999999999,926.7639999999999,913.6439999999999,903.6439999999999,876.684,855.284,821.804,797.8439999999999,784.924,791.284,861.5239999999999,884.2439999999999,903.404,901.3639999999999,912.564,920.084,901.6439999999999,870.0479999999999,857.3679999999999,835.6079999999998,841.5679999999999,851.0039999999999,836.8439999999999,823.444,835.804,856.684,855.5239999999999,829.4839999999999,837.6439999999999,822.404,836.924,843.0039999999999,857.9639999999999,835.684,825.4839999999999,747.6439999999999,674.9639999999999,603.404,599.164,581.684,593.164,589.164,612.4799999999999,616.32,629.16,603.2,602.2,602.4,576.6,562.6,537.96,520.8,522.96,490.44,474.88,459.6,451.52,426.12,435.88,442.96,431.32,443.24,466.92,481.2,470.087088240538,446.807088240538,447.84708824053797,445.527088240538,422.407088240538,394.007088240538,399.007088240538,404.927088240538,410.207088240538,433.607088240538,454.607088240538,457.447088240538,454.767088240538,476.127088240538,493.527088240538,494.207088240538,492.807088240538,485.967088240538,486.247088240538,474.247088240538,460.087088240538,451.84708824053797,436.487088240538,416.607088240538,379.647088240538,383.52,371.0,361.2,342.68,324.56,299.24,293.88,286.88,278.84,290.2,290.32,298.52,296.08,287.04,262.92,255.0,249.72,244.76,231.8,229.08,221.76,213.92,202.32,193.52,197.4,200.8,205.6,203.96,209.2,211.52,225.68,235.52,238.72,249.96,226.44,223.32,229.2,231.28,226.36,247.92,269.76,287.88,315.12,353.36,373.44,404.32,434.0,430.04,429.84,428.92,430.24,431.72,439.56,446.76
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta.10,188.0,164.0,138.0,103.525,102.82000000000001,104.51666666666667,100.01428571428572,153.2625,173.23333333333332,187.70999999999998,195.28181818181818,187.09166666666667,172.7076923076923,165.72857142857143,201.01333333333332,201.8875,219.71764705882353,222.6222222222222,219.22105263157894,218.85999999999999,211.96190476190475,217.55454545454543,211.7478260869565,211.13333333333333,206.00799999999998,221.968,223.128,237.56799999999998,260.924,292.644,325.20399999999995,349.64399999999995,345.2439999999999,342.08399999999995,365.56399999999996,354.72799999999995,353.28799999999995,358.72399999999993,377.64399999999995,373.96399999999994,371.20399999999995,353.9239999999999,348.32399999999996,344.0439999999999,360.40399999999994,365.72399999999993,410.64399999999995,434.72399999999993,444.44399999999996,455.68399999999997,451.8039999999999,453.9239999999999,477.20399999999995,474.72399999999993,449.88399999999996,474.28399999999993,543.7639999999999,564.6039999999999,577.564,569.804,587.4799999999999,586.8399999999999,581.4399999999999,597.04,578.92,594.2399999999999,595.52,592.8799999999999,592.9999999999999,588.7599999999999,642.4,593.8399999999999,569.2399999999999,551.7199999999999,538.16,521.3599999999999,527.68,487.5999999999999,476.2799999999999,467.55999999999995,407.67999999999995,359.9599999999999,362.9599999999999,339.84399999999994,336.2439999999999,321.76399999999995,329.00399999999996,331.68399999999997,294.8039999999999,289.64399999999995,268.4896725759264,265.3696725759264,264.6896725759264,266.72967257592643,250.92967257592642,191.8096725759264,187.20967257592642,188.08967257592641,205.2896725759264,249.1296725759264,254.08967257592641,239.64967257592642,243.32967257592642,253.88967257592643,252.16967257592643,255.2896725759264,265.6896725759264,229.5696725759264,231.4056725759264,210.1256725759264,221.3656725759264,219.2856725759264,228.4856725759264,276.4456725759264,301.9256725759264,359.3999999999999,372.19999999999993,409.55999999999995,405.3639999999999,409.20399999999995,411.6039999999999,422.52399999999994,430.12399999999997,419.12399999999997,376.52399999999994,373.16399999999993,378.12399999999997,376.96399999999994,361.0439999999999,368.88399999999996,368.52399999999994,334.20399999999995,338.72399999999993,342.68399999999997,354.00399999999996,350.08399999999995,343.12799999999993,335.96799999999996,290.84799999999996,269.68799999999993,236.32799999999995,236.88799999999995,240.40799999999996,250.48399999999995,264.88399999999996,259.68799999999993,265.12799999999993,276.008,281.568,286.60799999999995,285.04799999999994,290.96799999999996,291.96799999999996,295.12799999999993,291.24799999999993,291.84799999999996,270.768,267.52799999999996,269.96799999999996,262.08799999999997,255.72799999999995,261.64399999999995,259.6039999999999,257.76399999999995,255.00399999999993,233.04399999999995,223.08399999999995,198.32399999999996,199.04399999999995,183.12399999999994,189.67999999999992,184.55999999999992,176.55999999999992,169.31999999999994,172.07999999999993,176.63999999999993,167.99999999999991,172.7199999999999,185.67999999999992,193.63999999999993,193.95999999999992,199.59999999999994,215.7199999999999,248.11999999999992,266.0399999999999,270.7199999999999,277.5999999999999,278.3999999999999,286.31999999999994,292.7199999999999,300.2799999999999,311.9599999999999,379.9599999999999,440.43999999999994,433.32399999999996,443.4839999999999,452.72399999999993,484.52399999999994,485.32399999999996,503.20399999999995,535.684,559.084,641.4839999999999,638.4839999999999,659.564,680.2439999999999,683.0039999999999,714.0039999999999,680.2439999999999,674.6039999999999,734.4839999999999,744.7239999999999,765.444,763.3639999999999,759.444,749.7279999999998,751.6479999999999,711.5679999999999,663.8879999999999,684.7639999999999,717.5239999999999,717.204,707.204,730.204,754.164,744.324,750.8439999999999,683.4839999999999,687.7239999999999,668.5239999999999,665.6439999999999,663.1239999999999,651.4839999999999,806.6039999999999,886.8839999999999,836.0039999999999,822.7639999999999,822.924,865.3639999999999,962.7639999999999,1016.92,1046.2,1060.52,1053.44,1068.12,1077.72,1061.44,1027.04,1003.2,956.32,931.52,898.76,874.72,853.36,840.96,819.08,811.44,772.96,615.84,518.56,503.88,497.04,472.644,426.524,330.164,281.004,234.924,179.764,172.604,146.88400000000001,101.96400000000001,106.28400000000002,126.68400000000001,131.84400000000002,132.56400000000002,142.44400000000002,150.364,162.00400000000002,166.644,169.28400000000002,169.68400000000003,172.00400000000002,174.484,177.44400000000002,178.204,178.044,175.56400000000002,176.2,172.72,167.08,163.2,163.16,158.44,149.64,148.28,155.92,143.56,123.36,114.88,117.48,105.44,112.48,100.84,97.08,93.36,91.84,90.24,85.44,79.36,77.64,75.4,81.48,88.72,90.88,91.32,91.32,90.12,90.96,92.88,87.96,67.36,67.56,68.04,68.88,61.92,62.76,48.92,49.72,49.72,54.16,63.6,73.56,83.8,91.08,90.64,90.44,87.52,80.72,80.0,80.84,81.88
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__.385,13803.0,19860.5,20245.333333333332,15184.25,15643.0,15496.333333333334,15322.0,17575.125,17498.0,17958.6,18414.81818181818,18129.666666666668,16735.16686865939,16351.654949469435,16819.211286171474,16778.198080785754,16808.59819368071,17107.39829403178,17172.745752240637,17298.358464628604,16654.008061551052,17021.78042238964,16684.13779532922,17055.298720523835,17702.60677170288,19314.92677170288,18848.206771702884,18854.526771702884,19371.126771702882,20128.126771702882,21835.206771702884,23936.92677170288,23676.24677170288,24813.166771702883,24838.526771702884,23919.48785396812,24166.96785396812,25613.28108226524,27117.92108226524,27686.481082265236,27461.041082265237,26848.92108226524,26384.001082265237,26680.60108226524,27281.881082265238,28655.76108226524,29568.201082265237,30848.041082265237,31509.76108226524,31280.801082265236,30307.201082265237,30931.001082265237,31557.801082265236,32241.60108226524,31244.60108226524,29821.08108226524,29926.201082265237,29930.801082265236,29530.481082265236,29979.521082265237,30924.32,31297.0,29850.76,28467.96,27727.24,27832.8,28567.64,28998.08,28455.72,27627.32,27097.96,25547.28,24072.88,22647.96,21605.2,20493.32,20421.8,19047.76,17960.36,17501.28,16683.24,14017.92,12992.44,11580.639156789835,11123.839156789836,10521.159156789836,9315.559156789835,9326.559156789835,8752.879156789835,7998.039156789836,7471.676097392945,6698.716097392945,5875.356097392945,5467.636097392945,4941.316097392945,3973.596097392945,3627.7960973929453,3467.916097392945,3217.756097392945,3225.876097392945,3218.756097392945,2115.996097392945,2596.036097392945,2490.636097392945,2490.716097392945,2435.116097392945,2322.8360973929452,2270.716097392945,2270.8769406031106,1369.1969406031108,1027.3569406031106,1015.0769406031108,1114.3569406031106,1130.9569406031108,1274.8769406031106,1382.7600000000014,1479.7600000000014,1911.1600000000014,1830.7200000000014,2304.8400000000015,3067.880000000001,4064.440000000001,5495.880000000001,7139.040000000001,7426.240000000002,7598.160000000001,8105.3200000000015,7715.520000000001,8281.880000000001,8526.960000000001,8830.2,9630.960000000001,9854.920000000002,10088.800000000001,10434.240000000002,10615.84,10614.668088098058,10757.668088098058,10950.14808809806,11332.748088098058,12009.508088098059,12489.268088098059,13717.108088098059,14359.22808809806,14393.22808809806,13602.75645192805,14489.63645192805,15080.236451928049,14016.35645192805,14348.27645192805,15247.67645192805,15519.75645192805,15998.51645192805,16029.87645192805,16423.63645192805,16477.63645192805,16001.11645192805,16139.15645192805,16099.67645192805,15972.51645192805,16266.99645192805,17309.08836382999,18338.68836382999,18580.80836382999,18564.568363829992,18443.36836382999,18541.28836382999,17951.92836382999,18108.32836382999,19033.96836382999,19547.48,18458.2,17200.72,17003.6,17163.32,16627.6,16121.68,16592.92,17136.84,17982.24,18903.88,19287.32,20173.52,20843.88,22074.92,23197.12,23390.12,22516.08,22538.4,22641.6,22739.84,23036.0,23395.88,24253.92,22786.24,23269.8,25006.24,25250.52,25514.8,26409.92,27551.52,29115.24,31383.92,31426.24,30990.36,31405.44,33479.28,33337.8,33060.6,32713.08,32356.0,31632.52,31899.6,31918.4,31655.72,30893.80771589302,30878.32771589302,30002.12771589302,28741.36771589302,28981.96771589302,28600.80771589302,26939.52771589302,26908.56771589302,27022.847715893018,27067.00771589302,25611.32771589302,24626.04771589302,22082.76771589302,21873.64771589302,21618.80771589302,21322.12771589302,19404.40771589302,19311.00771589302,19495.847715893018,19345.32771589302,18511.28771589302,18399.68771589302,17992.92771589302,18403.847715893018,18953.92771589302,19939.44,20425.32,21962.92,21939.32,21930.0,22044.64,21395.44,20506.64,19863.2,18297.92,18266.84,17580.56,16830.2,16112.04,15469.4,14115.68,13417.84,12638.72,12035.76,11223.04,10918.04,10598.0,10328.84,9572.08,8864.16,8141.16,6839.44,4908.68,5141.72,5109.76,4735.56,5046.08,5321.52,5527.28,5635.44,5970.56,6324.04,6658.84,6490.88,6519.8,6650.4,6615.88,6515.0,6546.48,6595.64,6615.84,6567.44,6603.4,6467.04,6323.28,6128.72,6131.76,5961.24,5411.36,5426.28,5593.68,5282.52,5092.44,4899.24,4653.36,4279.76,3893.0,3446.6,3385.68,3301.64,3130.48,3038.92,2910.76,2782.12,2741.44,2972.84,3032.44,3158.96,3348.24,3566.04,3639.36,3649.96,3886.6,4074.4,4110.12,3843.52,3966.76,3921.96,4098.84,4291.92,4643.68,4976.84,5655.44,6175.88,6448.52,6961.64,7295.28,7764.24,8162.8,8055.32,7725.12,7864.84,8013.32,7946.84,7872.36,8067.92
