,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,13.403479867960991,50.75997331523917,59.451716565399344,25.937526405823306,52.43944847144176,35.35340574471178,47.84276409229835,37.98486621937849,35.73767069937494,31.2083946246473,46.47057449458233,65.231408920341,40.450696429249355,64.29705601406711,37.2086841573124,28.45903666106831,35.202998404869064,48.957193503590496,43.45358918581892,11.955116853721595,8.564125016811165,0.1,27.27234794051526,173.53982828515606,38.892174541470155,27.025039333611907,17.421936418717582,25.500654282192155,43.59234259919708,28.009962297057747,36.450428654910596,51.760615486631,33.814416362546744,36.83940757092082,39.56966263198546,37.99685241875105,37.592302456966245,40.40408183530343
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,23.34489142639649,50.44957508772281,40.05901587904725,31.770847911582827,53.21873213006351,43.465917279806064,82.73252168773992,75.38154491592726,72.04311398872628,50.653263686044816,68.25447642910704,51.36619004875585,46.15302131041168,99.2317430482597,51.7345559355385,40.410095026669815,60.901359761982434,69.97175677069372,67.77002725733223,46.177185072510156,53.035821492756284,97.00489307242414,226.2542260928772,272.05924965764945,71.41075362626194,86.04337808106729,78.69292011458981,45.976871609313726,56.35582849869821,45.265434031304295,51.17346621409658,32.65980877626414,27.238841527865066,66.13172790313557,58.947810349545094,71.0208277738856,64.67029898242613,77.44119929336667
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,2.04831536417913,5.613405857724105,5.499946919957422,3.2067487813632622,5.861253229657719,4.379991953647596,7.277690645899278,6.325704700373099,6.014790904093363,4.560160225502703,6.385328232897932,6.4532629208063135,4.809334406082333,9.105545223423977,4.947991768274789,3.831960345153077,5.356452540800311,6.6177275849124495,6.193669025916577,3.2588737936142342,3.461541178486037,0.1,14.262721721406058,24.815021828328128,6.150868305154103,6.330967269505115,5.3928863628356325,3.9852303054450258,5.5566183169125045,4.0817055211632285,4.875011288196268,4.663237614054896,3.3797708972800047,5.740949374147418,5.483929314505212,6.080089720198803,5.6994179318093705,6.573768645372592
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,55.13767554869634,181.57265168444718,199.00929738221961,97.08022509051618,188.36954903727226,132.43836698888964,196.38276255512162,162.8758370706741,154.04455088781089,125.72470742681276,182.06414638476397,223.67536522227402,148.964727436782,255.3455733917218,143.684925160294,110.50074764277115,144.51848376739585,190.41785857175125,173.07613194609084,67.37308676017757,62.58300881120748,0.1,240.4553631642343,692.2208872641087,162.62503590158656,139.13824142061242,106.36139986089937,106.02264819365,165.28320661502354,112.69860363306708,141.11073205517187,171.67329056476592,116.3870262816678,152.95809548238432,155.62247126928008,159.78111466322034,154.0656699488204,171.28218337125813
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__,13.120403433555763,22.221846523806292,12.258063065457295,15.690571535734806,23.7529816285845,21.503492212161582,46.401530101673146,43.85622088100497,42.07291149858621,27.870264960839556,36.31176389888111,18.813393580632784,22.01361917312921,53.710250806328546,26.964410474253093,21.232198984201144,34.161533653898715,36.85469686138278,36.810091699765294,30.048625052422327,35.96540286571627,126.25292927608528,156.03689416888963,148.02608269947402,40.727804164190296,54.65443785769064,52.037814869298145,26.092509681267824,28.512106608097124,24.87171705116692,26.771766996136122,9.068205572077119,10.195114878836373,37.48563863806464,31.519402933820228,40.697574421769644,36.21636124268186,44.66584926468092
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,180.0659216011665,602.681960038433,666.1566302341593,320.46907258018496,624.9188409333877,437.14351096661187,641.4895299779572,529.5524313433867,500.5644180521877,411.53278625458944,597.8209173496717,746.3924761580693,492.6982608898169,837.1580246794239,472.5833105452822,363.210540591142,472.0667468142127,625.7707015319885,567.2479574275709,213.53733821017258,194.6286118389617,0.1,739.5378570634872,2268.345871661127,530.1534688301023,444.4204405012085,334.98101029302615,345.8439043220431,544.7800514120888,368.9459860386871,463.9823214629817,575.3500122648287,388.1893741469968,499.0194985808438,510.7750215351407,520.5667543454289,503.34589620177786,557.556485126164
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar,3.049129195334872,10.536579321754331,11.834113056647125,5.543562325462612,10.914486157040017,7.560296469093563,10.867795806973604,8.886671510023993,8.390785450489195,7.000948702787764,10.233782898225943,13.181956747973876,8.555030955902227,14.287196031093126,8.116472257616321,6.230269448064075,7.997289929284969,10.729867188994245,9.674467366096696,3.3947414062192776,2.9632044816363847,0.1,10.963610393472702,38.67421916138983,8.945271386692161,7.1855802184650175,5.250616530893336,5.842686994188565,9.395684223620648,6.278213781954646,7.964202466372048,10.244140642399557,6.849504373193248,8.432928881464854,8.736136583118371,8.772734377111059,8.530376424794943,9.37966415423062
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__,1.0376412766277965,2.9218267351511984,2.9169239610807125,1.652088754605067,3.0477031870270603,2.2561220359854968,3.6879788552480464,3.185499159742776,3.0268103842999436,2.3177234462415885,3.260817252443243,3.397302445941304,2.4863687886580657,4.63897891078719,2.533487324152465,1.9600629552664413,2.7143346999671247,3.38392927186907,3.153902316255236,1.5986742646258612,1.6750547934197255,0.1,6.857129379273107,12.633046624285786,3.108361707593972,3.1268976881012027,2.6323748774992928,2.015631698943758,2.8551871016010284,2.0749698938539094,2.4949524439057784,2.4807126297454354,1.777324718795354,2.904212409906957,2.7985976906166874,3.070098148925607,2.8888834025782697,3.3155997555867405
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,53.18528106665526,130.63696966936322,117.5240712179115,77.92605993671312,137.01029687326502,106.51615884314519,188.7308650931018,167.92242120161933,160.07862655456933,116.9317582180708,160.7462680126543,142.77137302070975,115.19869240761084,231.349379523587,123.27058432179285,95.85148507954928,138.9182977873699,165.73971254502814,157.6695090062829,94.71545122006162,105.0613286996368,37.331190434683656,441.5254673170275,632.3059911474438,161.17202775694943,179.9072088073275,159.28328731144498,104.10018662762128,136.48631224973386,104.58133786165152,121.678115180309,98.18666267644623,75.1501196680277,149.8498261170429,138.42142592078264,159.79997117900626,147.66720264923373,173.5057059652729
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,748.9170217936689,1865.6458947845504,1698.559179533645,1106.5191160331194,1955.4978182040072,1512.3403925790162,2657.9823576141725,2358.219215317061,2247.372657943184,1649.095957145181,2272.2379213793656,2053.2202241753394,1638.859900325727,3266.4693143978416,1744.7993843032282,1356.0105170533595,1956.4312117604584,2344.349804070536,2225.6320664521377,1316.275140623653,1453.1783474173258,220.23570355818427,6094.2922196340505,8924.44959068764,2266.983217068408,2506.5169175416536,2209.6569758872024,1464.7896483924387,1935.3627729066159,1475.0603871091605,1721.852918676291,1422.1391083313638,1079.9841280944245,2108.7239586567284,1956.009616965908,2246.85850450901,2079.8970108265853,2438.3205593709768
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,240.30330848766386,1024.617482489669,1257.4999905736806,505.47776515465597,1055.1986522776986,688.4893961873645,859.5425730861997,653.1709780182088,611.1452331955322,570.6925820659131,871.4264225386397,1357.3761381362485,798.5614587351698,1191.2420430057539,706.5477466042978,537.8643377059516,632.3774091758261,923.8963416588107,802.9387693168402,137.80865715381822,38.48617392326892,0.1,0.1,3202.4347366452785,686.1921254269002,366.88339033017394,166.41773860627956,452.4712263975565,840.6068623626555,512.7977059909484,690.6608465226946,1101.5119004629807,701.7849679502963,654.5314981197256,739.5163544756931,666.6106708686675,676.3986024672799,703.0447514692488
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,325.2298409641084,626.943524018052,431.14452446525286,415.8149808272898,665.2102041258782,569.3386954667561,1151.3994032922224,1068.6203571461647,1023.2616283409034,698.2741860931454,925.5292615630073,591.1512379381411,594.3961175067889,1356.9473721606132,694.6049756383667,544.6653335234523,847.6251376716458,944.2278075620711,928.3177809480252,694.0130507126836,815.0861186355372,2239.2669204902195,3509.466117179973,3729.825744517083,1002.20241410743,1276.6392937996204,1192.981223896052,643.6513798895569,745.9958842893283,623.5791994874037,688.3068209265492,340.05154940977764,316.1857434622348,925.2511505525284,801.2969803637951,999.1083734650841,899.3473867453827,1093.007960258154
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__,23.19732352916451,94.77260035063972,114.47106191796044,47.33452220114748,97.70770613642652,64.48850544904353,82.9097725581907,64.05816016361922,60.063995171835174,54.68741048006694,82.7394331740996,124.24768235333354,74.43938196170866,113.6046012633703,66.78077588119423,50.9238661725119,61.00072787119122,87.51966449247097,76.64800690757673,16.066685796276836,7.870016225940361,0.1,14.600825559055696,305.85113789321605,66.64077654816529,39.664447591679355,21.334644193016103,43.84891852064509,79.01382183399387,49.11854858846226,65.32994570085557,100.06655550055359,64.29547534751867,63.398770396064855,70.30135580092796,64.87797391116112,65.20746611840872,68.63788863086671
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,6.760977971719741,23.48280053213213,26.44028254151269,12.334217837708627,24.321242449088427,16.820833920621165,24.09955131792855,19.675789083620604,18.574425039845877,15.535194189592927,22.73179400771519,29.42501267164937,19.046002697679924,31.719842299688853,18.038204626128007,13.843509073498476,17.734065144033,23.84001642392858,21.476574219299874,7.44746922543221,6.450401665359564,0.1,23.747175368451014,85.84926646371986,19.823207456583713,15.810184645059525,11.49017247464698,12.950345277774675,20.895123384215886,13.932063975756627,17.698177509711787,22.895877033640467,15.287423842396754,18.692531813735407,19.40244907924843,19.43694999153595,18.91733914991938,20.775708275943845
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,3.9911454368502657,8.288660834383734,6.285989786324918,5.312883069974497,8.760705616898916,7.270628249788863,14.139039372009046,12.96930274890198,12.403650526880105,8.627090816392258,11.556676097838428,8.230109661543112,7.675159738560092,16.85205513057341,8.728915028001962,6.827531225495889,10.40831467916119,11.827105764295904,11.516129679288975,8.119367303406383,9.40507975219226,20.519887614859144,40.26565664837988,46.24483238232696,12.241241589672596,15.055766697705481,13.882190314640491,7.8742544634277145,9.461405821248345,7.707584646090388,8.63972045319551,5.074133026137608,4.37631667620067,11.323616641371467,9.989609073259489,12.184942695714087,11.049190340924707,13.302340988068018
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__,1.4599673883823818,3.834198676065873,3.6411229164027614,2.226741448840192,4.010169975193603,3.04231017229837,5.1846658419297995,4.549278609908582,4.330199697270216,3.2340488945473984,4.495491049723261,4.326066157455385,3.3211200495475244,6.434053495286522,3.4693006652989227,2.69103923849433,3.816081485022899,4.6496494272562146,4.379849481668448,2.4342520467754563,2.634810408156457,0.1,10.951635079864662,17.554560081665162,4.400263117506992,4.683790772245882,4.056366334782027,2.8473990891404535,3.8745516847568777,2.8938270084532123,3.420621219094351,3.0711015544400495,2.2698469912075163,4.100599034339863,3.8649283830819607,4.354954686376979,4.058809968847089,4.716622965265243
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__,0.6717147370612503,1.3649973915431757,1.0077729410663157,0.8835727881907459,1.4443198544771254,1.2093462667182364,2.379147425756042,2.190037697506092,2.0952924865227205,1.4490244644602241,1.9349807433908424,1.3359510746189014,1.2725375400885082,2.826143367970801,1.4587580960080475,1.1418462493590242,1.7514068728536782,1.9784291283045368,1.9319260680541877,1.3865344713620549,1.613007875371535,3.8044034640632622,6.91800721771631,7.759202801211629,2.063117785869222,2.564700410638184,2.3745941934095707,1.3264812940621415,1.5769032943425263,1.2944149502783098,1.4443467302347062,0.8085541683816009,0.7115258134345864,1.9073341316178318,1.6733849109666366,2.054566692251136,1.8589568824709688,2.2443864832134657
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,80.65000430100194,243.2449234056986,253.72385514268854,134.109853866635,253.09494848378108,183.05928492560363,286.89907942033796,243.66736622830237,231.08855825302842,181.71861586932025,258.8404746901436,290.533189775475,203.58865121552643,365.9874891131796,202.4744679016734,156.2400619124023,211.1451218984016,269.5211301406343,248.50132478897962,113.46999446533268,113.97652212938557,0.1,456.9243780296391,994.7406787899023,240.03331653986208,226.4567440594181,184.03203613424128,155.99909017175617,230.24226285588082,162.7729493701742,199.15625049874507,217.2687440689129,151.6077771702929,224.89070013353475,221.76078600877239,236.5618194639177,224.87878579165317,254.69561854714527
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,210.35616072790688,613.056574734068,626.0032115646569,342.2400584880652,638.6601005078147,467.26192931001066,747.9718256966396,640.7448728435988,608.2603683641762,471.8830516675317,667.9762677039731,722.7106089518378,517.3194059313913,947.4034030321063,520.7401951191613,402.3547935200074,550.4892627338849,694.361432951538,643.6970277753417,310.246263842556,318.76012385187613,0.1,1292.5021040589004,2577.5273280659976,628.1384070803144,612.6190375639487,507.2471957556575,407.7664696065969,589.5047776113988,422.57088853394475,512.5134245796313,534.2976844771006,377.59495175431056,587.6825176083229,572.7913538522813,619.7428109487385,586.089047177094,668.2957336901237
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,56.34277432461806,134.77093093646982,118.44384308386394,81.27343089842894,141.50774555427034,111.1119980116128,199.87859498578868,178.7715820535284,170.51702835295887,123.52048519187453,169.07929634118966,145.30839248719712,119.71932797015845,243.867167858606,129.34170179147603,100.66830257095434,147.12627890415115,174.11982182264697,166.27500294297204,102.75759520563088,114.93556022489786,81.91433040406534,484.79265521490373,666.9636539030291,171.09081016167283,194.30636607519568,173.35253921861528,110.4294426220682,142.72212772644656,110.45429712606581,127.72716102695541,98.5305289318852,76.59135254712847,158.93388406863684,145.6878922951357,169.74887502572105,156.35713688014656,184.480831716287
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,3.306870918133221,8.27017790676542,7.5541563287886975,4.897299783803042,8.667055347872468,6.693227999300023,11.736927200283626,10.40494445912036,9.91500690814626,7.2847997447451664,10.043959891398226,9.119118038323652,7.2571554890613745,14.434086187672865,7.715366487529807,5.995318556024103,8.63904563003999,10.364599980221296,9.834104767341987,5.790454100658791,6.3840770812270735,0.5940328946186467,26.757238115403954,39.43197158104919,10.006819173062787,11.034404768179073,9.715618965693325,6.466501689863068,8.562343145140321,6.516183361045932,7.613398207709481,6.328503050068363,4.795687389794343,9.309471459520859,8.645330305403835,9.91696113434961,9.184547959503274,10.760470490944524
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__,3.09143939455644,11.518716350730084,13.396448428768153,5.915679442051277,11.90530228130733,8.064001754030231,11.031710838304749,8.806874141934758,8.291433169558301,7.179630872789483,10.655101457795132,14.735673446118124,9.208873112877873,14.76632797788966,8.516965058447122,6.518377481246969,8.117330928349494,11.215627182470355,9.982975568774282,2.883487544873125,2.1648605006348376,0.1,7.179268099656911,39.87583175156304,8.988531135061672,6.427017529850983,4.258743308214582,5.889356757189837,9.957006683329453,6.442839564145952,8.345855350233077,11.652361740307837,7.641666847721112,8.506598060954257,9.076935616268432,8.787846404739486,8.666458612461323,9.354140357704745
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta,1.0188412475436928,3.15390306024336,3.3407715956961224,1.7228038133760946,3.278670124502316,2.3512173337653643,3.6256304170989577,3.058532782726328,2.898397906177007,2.3035308731447484,3.2969706676113706,3.803131148850909,2.623776095101153,4.650697209388425,2.58573518890544,1.993305933231704,2.668248500322437,3.4374766973543287,3.1561758106752302,1.3793340626711523,1.3584876901716765,0.1,5.390732322943162,12.630882740679867,3.024472556064298,2.7776129970555106,2.2216562559517627,1.9673820977987244,2.950389877288345,2.06380231000857,2.542195338595212,2.867439971149236,1.98280854977732,2.8368142436690467,2.8227576909782552,2.978121460042439,2.842581932283587,3.2024486171246576
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,34.277717075365736,110.35504683542743,119.49739725670445,59.46099829769239,114.57013552840513,81.12943543324442,122.04667147801716,101.86914727454727,96.41722667450728,77.91371095621321,112.34133464619673,134.9141752629497,90.99179334197672,157.89383585706616,88.45610000277685,68.08664570745206,89.81614987514172,117.36083017677284,107.07091271078959,43.57016787215462,41.441100395368,0.1,161.37152164379373,428.32855747123375,101.34410744101564,89.09037336522087,69.33724918953766,66.0155206733156,101.45117671030252,69.82786884976254,86.90629655143118,102.90202152570428,70.24992156249371,95.2211216014512,96.083587323473,99.6538770162853,95.7252962359095,106.9519370498641
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,71.24128134874275,201.59391557479358,201.9232617812525,113.77704548603168,210.2402775878725,155.3708514315111,253.2208977821151,218.4660469785491,207.55594715226783,159.22439875404322,224.20861961655586,234.8722173781429,171.34038679051054,318.8308474163606,174.28250106031197,134.8108117072078,186.3686748158696,232.7292958318521,216.7437288114033,109.09867865164732,114.00974842300056,0.1,466.1265463426082,868.1340959190636,213.31483120079014,213.66656741047908,179.4695749753457,138.34636303190356,196.53891212033543,142.55291019279747,171.61699961681774,171.81789998408738,122.85146996602366,199.34300733310025,192.40327242973896,210.65726529203025,198.36289509660955,227.45454381749406
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,196.0619798019245,595.7845388842043,624.2522795004268,327.5957456010582,619.7484616845875,447.14452146465334,697.5279435894487,591.2794681354596,560.6326239267323,442.19616649455855,630.7341462848626,713.5911373491873,497.77773996269724,891.2193015369455,493.7526573220349,380.8967675113443,513.3468412745017,657.0055082760213,605.0401384829045,272.87530656367557,272.6100481218066,0.1,1089.834958334422,2421.777414501993,583.0958606114981,545.9518621449081,441.71720582124107,379.05413261610175,562.0185725723658,396.1173801511208,485.5969383734991,534.9260154579695,372.2735081157945,546.4835753514125,540.2745308868092,574.5194561990012,546.7797102237337,618.3419388073628
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__,20.31941556351945,18.952376148502832,0.1,18.839554629245747,21.260085709247754,25.925582405257977,71.6189769331829,71.67658214420956,69.14922341316262,41.65417022192706,51.069104311527404,3.780124994103688,24.19382055400793,77.9849418927609,36.434735405749315,29.15199581437201,52.73781107058914,50.84528369400813,53.783972113270934,56.86403315459568,71.22687105823766,376.4073892383573,314.46617701504084,216.94632960909354,64.570471731024,100.51827574778824,100.28488108463388,41.045547049023966,36.18507523462686,37.084853377209505,36.445792865950494,0.1,2.8943491150828935,58.85537653438013,44.75221404597983,65.00002352421478,55.76020906733015,72.05307278931019
