,1015.3.01.M01.S535,1015.3.16.M01.S640,1015.4.09.M01.S610,1015.3.31.M01.S900,1015.2.24.M01.S,1015.3.04.M01.S740,1015.4.12.M01.S1820,1015.3.16.M01.S1100,1015.3.05.M01.S730,1015.1.26.M01.S2,1015.2.07.M01.S3,1015.2.20.M01.S1.b,1015.2.09.M01.S1,1015.2.16.M01.S2,1015.2.21.M01.S7,1015.2.21.M01.S4,1015.4.03.M01.S521,1015.4.11.M01.S1815,1015.2.19.M01.S1,1015.2.03.M01.S2.b,1015.2.25.M01.S1700,1015.2.21.M01.S5,1015.3.15.M01.S1100,1015.2.10.M01.S1,1015.4.10.M01.S800,1015.1.22.M01.S,1015.1.28.M01.S1,1015.2.21.M01.S8,1015.2.13.M01.S1,1015.2.15.M01.S2,1015.1.30.M01.S2,1015.4.20.M01.S1100,1015.3.06.M01.S605,1015.2.15.M01.S5,1015.3.28.M01.S1843,1015.4.21.M01.S1400,1015.2.26.M01.S1707,1015.4.25.M01.S1800,1015.2.23.M01.S4.,1015.2.21.M01.S2,1015.2.25.M01.S640,1015.4.14.M01.S920,1015.1.27.M01.S2,1015.3.25.M01.S940,1015.3.29.M01.S630,1015.3.13.M01.S840,1015.4.26.M01.S840,1015.3.19.M01.S730,1015.4.03.M01.S630,1015.1.20.M01.S2,1015.4.09.M01.S859,1015.3.27.M01.S930,1015.3.28.M01.S1532,1015.2.22.M01.S1,1015.3.27.M01.S1317,1015.2.03.M01.S1,1015.4.19.M01.S710,1015.1.23.M01.S2,1015.3.05.M01.S620,1015.4.24.M01.S1519,1015.3.10.M01.S720,1015.2.24.M01.S2,1015.2.21.M01.S11,1015.4.18.M01.S1430,1015.3.13.M01.S700,1015.3.26.M01.S1437,1015.2.29.M01.S535,1015.3.27.M01.S1634,1015.3.21.M01.S900,1015.2.27.M01.M,1015.2.22.M01.S3,1015.4.09.M01.S1153,1015.3.31.M01.S133,1015.1.23.M01.S3,1015.4.11.M01.S600,1015.4.20.M01.S1300,1015.2.17.M01.S1,1015.1.31.M01.S,1015.4.01.M01.S130,1015.3.02.M01.S700,1015.2.18.M01.S2,1015.2.20.M01.S5,1015.1.30.M01.S4,1015.2.21.M01.S3,1015.3.24.M01.S726,1015.3.08.M01.S540,1015.1.30.M01.S5,1015.2.24.M01.S1033,1015.2.07.M01.S1,1015.3.26.M01.S730,1015.2.20.M01.S2,1015.4.02.M01.S515,1015.1.20.M01.S4,1015.2.27.M01.RH,1015.2.11.M01.S1,1015.3.07.M01.S1310,1015.2.28.M01.S1300,1015.2.20.M01.S1,1015.1.25.M01.S2,1015.2.24.M01.S1646,1015.2.14.M01.S,1015.3.30.M01.S2350,1015.2.16.M01.S3,1015.3.28.M01.S838,1015.1.30.M01.S3,1015.4.17.M01.S540,1015.4.02.M01.S1310,1015.1.28.M01.S2,1015.2.05.M01.S,1015.4.23.M01.S1000,1015.3.27.M01.S700,1015.4.16.M01.S610,1015.2.21.M01.S9,1015.2.21.M01.S12,1015.4.18.M01.S510,1015.2.20.M01.S3,1015.4.14.M01.S600,1015.2.15.M01.S4,1015.3.26.M01.S100,1015.2.03.M01.S3,1015.1.26.M01.S1,1015.2.26.M01.S648,1015.4.20.M01.S1850,1015.2.12.M01.S2,1015.3.18.M01.S2120,1015.4.19.M01.S900,1015.2.22.M01.S2,1015.4.23.M01.S600,1015.2.08.M01.S1,1015.2.08.M01.S2,1015.4.23.M01.S1616,1015.2.12.M01.S1,1015.3.22.M01.S400,1015.2.29.M01.S618,1015.4.18.M01.S750,1015.3.01.M01.S1430,1015.3.30.M01.S1930,1015.4.21.M01.S844,1015.4.09.M01.S1030,1015.4.17.M01.1747,1015.1.21.M01.S3,1015.4.08.M01.S1956,1015.4.19.M01.S500,1015.4.17.M01.S1354,1015.3.10.M01.S910,1015.1.24.M01.S2,1015.4.11.M01.S1135,1015.2.23.M01.S2,1015.2.04.M01.S,1015.4.15.M01.S800,1015.2.07.M01.S4,1015.1.19.M01.S1,1015.2.15.M01.S1,1015.3.13.M01.S450,1015.3.22.M01.S1800,1015.4.20.M01.S500,1015.1.21.M01.S2,1015.2.01.M01.S2,1015.4.07.M01.S635,1015.3.26.M01.S1700,1015.3.19.M01.S310,1015.3.10.M01.S435,1015.4.01.M01.S836,1015.2.29.M01.S140,1015.2.20.M01.S6,1015.3.30.M01.S1324,1015.3.13.M01.S1325,1015.1.19.M01.S2,1015.1.20.M01.S1,1015.2.29.M01.S2053,1015.3.23.M01.S0010,1015.2.25.M01.S1446,1015.2.23.M01.S3.,1015.3.19.M01.S841,1015.3.17.M01.S600,1015.3.06.M01.S700A,1015.4.08.M01.S808,1015.1.27.M01.S1,1015.3.30.M01.S800,1015.4.11.M01.S1500,1015.2.11.M01.S2,1015.2.20.M01.S4,1015.4.21.M01.S1007,1015.3.18.M01.S720,1015.1.18.M01.S,1015.2.06.M01.S2,1015.4.13.M01.S600,1015.4.15.M01.S1430,1015.1.25.M01.S1,1015.3.04.M01.S530,1015.4.12.M01.S1230,1015.4.24.M01.S500,1015.2.16.M01.S5,1015.3.11.M01.S805,1015.4.22.M01.S1030,1015.2.16.M01.S4,1015.2.17.M01.S2,1015.2.24.M01.S1534,1015.2.19.M01.S2,1015.2.23.M01.S5.,1015.3.25.M01.S830,1015.3.31.M01.S734,1015.2.02.M01.S,1015.3.18.M01.S1208,1015.1.21.M01.S1,1015.2.15.M01.S3,1015.1.23.M01.S1,1015.3.12.M01.S540,1015.2.06.M01.S1,1015.4.06.M01.S1310,1015.2.27.M01.S430,1015.4.07.M01.S1553,1015.4.12.M01.S600,1015.4.16.M01.S705,1015.3.12.M01.1310,1015.2.07.M01.S2,1015.4.12.M01.S935,1015.2.13.M01.S3,1015.4.16.M01.S1822,1015.4.20.M01.S710,1015.4.08.M01.S605,1015.4.16.M01.S1430,1015.2.23.M01.S1,1015.3.06.M01.S700B,1015.1.30.M01.S1,1015.3.09.M01.S350,1015.3.16.M01.S350,1015.3.25.M01.S700,1015.3.11.M01.S1000,1015.4.11.M01.S1740,1015.2.26.M01.S2240,1015.3.07.M01.S1551,1015.4.10.M01.S1100,1015.4.25.M01.S550,1015.3.07.M01.S600,1015.4.11.M01.S650,1015.4.03.M01.S1706,1015.2.16.M01.S1,1015.2.18.M01.S1,1015.3.18.M01.S1520,1015.1.24.M01.S1,1015.3.31.M01.S2000,1015.4.22.M01.S805,1015.4.24.M01.S1230,1015.2.09.M01.S3,1015.2.24.M01.S2341,1015.4.10.M01.S1400,1015.3.22.M01.S1243,1015.4.23.M01.S1252,1015.4.17.M01.S700,1015.4.12.M01.S1715,1015.2.01.M01.S1,1015.3.08.M01.S1730,1015.3.14.M01.S1150,1015.2.28.M01.S1830,1015.2.29.M01.S300,1015.3.10.M01.S1420,1015.2.03.M01.S2,1015.1.29.M01.S,1015.2.26.M01.S820,1015.1.20.M01.S3,1015.3.23.M01.S500,1015.2.21.M01.S6,1015.4.09.M01.S550,1015.2.21.M01.S10,1015.4.01.M01.S630,1015.4.25.M01.S1330,1015.3.03.M01.S530,1015.2.09.M01.S2,1015.3.29.M01.S1230,1015.4.10.M01.S530,1015.4.22.M01.S700,1015.3.15.M01.S1017,1015.2.10.M01.S2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,3223.3428803963407,3643.0216827150143,1152.5119941726423,5739.88050345462,5020.638927524204,3983.5614987056124,6185.207110030603,5021.916060800254,5671.058953651353,5089.764495833624,4716.604604833418,5210.808966706349,4456.051426671215,4342.600955714188,7235.523585001216,6339.866172585504,5008.613545402241,5985.9695443875935,5572.208007832031,7723.5014919462765,5798.347711070312,7100.738024044425,4305.2949975067895,5994.847032075629,3727.1126631846037,4673.233013346269,3923.572550661337,6005.516360856305,6666.510495263213,4032.2038153367225,4349.190983500968,5358.327304249652,6953.05086114208,4815.384037229093,5502.621007805063,1126.2895541224557,6693.448304609918,8703.672012135376,6463.2045736545015,4793.338351696725,5329.960038540934,6260.495010548524,7045.477781787755,4933.297655562857,5112.060409452005,2010.5038969727623,8041.504836650931,6499.53952092811,5058.167939749749,5800.143597459034,5146.957177901965,3768.756701723307,5912.583238660356,8562.818512498243,5213.030656911424,8132.342393429958,4681.351031586692,5438.869900684479,3737.930744437406,3166.9650066550416,4048.226525566168,4722.546446085933,7046.537719855155,7581.021583587076,2737.7034395939445,5629.620696404189,5468.9222259351845,4405.937897608641,7357.098052951516,0.1,8385.701372588133,1855.9806899856899,4733.681882525789,5378.8388452570425,5325.905421244224,4447.911720932463,4540.814218912869,4929.121572697173,6165.712200463908,9023.347318047916,4139.199208048868,3745.0097415656064,4672.716462526083,3226.520415790829,5880.816714193375,6906.19053817141,5034.261233904387,5163.710770749634,5575.1597269669755,5990.7702992587565,3528.057346502555,4594.268818885302,5668.585143376838,34094.515738079775,5490.7916036716515,5657.544195068105,3517.0309821212836,3255.4498595567457,5412.014965534739,6729.477938084854,6168.3358678970935,6440.236621466929,4433.142514415107,5290.660014415818,4498.175742931153,7636.108635678608,5400.303314320679,4577.582243048506,4733.179971255131,3862.500633209202,5292.89508821958,4506.915044682959,5599.609331368834,7400.362619739701,6364.164234502025,5428.178699872202,6100.684688105525,4113.403407900483,5340.302051785423,5929.954284252291,5542.546753303999,5613.023912392405,2129.7060771728475,7405.503718000802,5082.097028348379,6252.910253798155,8336.677676302379,6627.716053455194,4593.396828354142,4589.915884556286,7941.7716830393765,6232.60772147773,5760.349904678443,4754.12194483164,2609.5907178276298,4563.203792585214,7102.071084471063,6643.0595481743885,5097.628427553728,7646.89219229307,4732.648115602985,7732.190235936441,4321.02033880355,7697.057951713228,5150.986052481308,6178.2019312566745,5944.154213040366,7744.691774051396,6999.831122076371,4392.580629080993,4435.477978628172,7322.819179829971,5292.504231473279,6030.930433210822,6420.819628281975,6124.229899327688,4676.610003798519,5173.040567729366,6614.684126215866,4994.038007976297,7731.281357423409,5111.676355286973,5839.054491417092,5295.908207586689,3649.946096559853,7119.325143689281,4521.132701694499,4843.3787487997,6492.858758391266,5892.701751779623,6144.337428693986,5599.703650357887,9004.098919946433,6065.036305993431,4594.0122344687825,4775.494103470417,4200.999320729171,6168.182501839506,6384.991086581899,6127.029650537256,5893.4183153650865,4412.172173572458,5760.489588901127,7368.698909360207,5251.274488416974,5511.219031867986,5381.64236421047,5173.949612686345,5218.081632635706,5765.680754317538,2258.3148601522394,6153.053302554434,3821.3470606094725,2798.3881777703923,3952.1879598233654,4782.124095857582,4280.943577656524,7747.013886992075,6848.879251156555,5656.170579752556,5165.09853254722,5561.9920845198685,7622.852877776355,6238.132220289239,7044.093703371248,4822.070979638726,5242.702545641046,4639.909757264101,4956.429059047883,7130.1768871377435,8138.015012404667,6920.391770740213,4892.6367772463445,2615.992451129287,7744.430601588783,4925.398368002264,4074.9790547888592,7090.9163987030215,4665.5396309889165,2064.902486853689,5371.6109307102715,5546.433931482621,8276.243178842327,4581.04112405165,4272.234787275031,4311.968306038262,4848.305420694819,5139.557738215831,2637.0288478557104,4995.910841470192,6002.985324858731,3577.9503895779335,1036.8327490028357,5558.3371780666275,7708.075099408079,6007.4650611763755,5922.35281691915,4215.091507860752,4268.445730449605,6046.010130443377,4838.894613471301,4987.976603625552,8168.334564196615,4324.894742505644,5114.493799112888,5703.089119482837,5324.552020088484,7079.001567723614,8366.740322617343,5013.199508578342,6005.386340036615,3269.0555608559202,7325.280122080126,5118.851270463884,8646.438933860894,4854.823553092766,4796.788763566423,6266.275446214782,4519.1833454703565,4436.742268564283,7397.910906253491,5733.3640476871415,7091.835235530465,6863.586138276008,6078.012874355726,6711.18269519071,7349.376797675558,7193.953399944057,4349.061109569362,5449.808675271118,6506.685595803039,6442.102544256275,4178.8742054750965,6167.891407874119
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,2324.8540509191093,5172.750650383213,3254.8170617604396,2542.9554027481026,5311.357174496992,5076.966332469353,2340.4011096656195,3592.262264248925,3692.1950323066335,3626.1103583432514,3327.8677439658486,3264.6513129937093,3377.01845365436,3766.130044016652,3602.223265755931,4498.4116299921925,2818.885333884504,3565.0346763735197,2376.9544677159474,2710.689585033735,4074.9872263111347,3276.5460099260135,4147.414623241647,2603.0566139049156,5647.0808983413135,3479.6278287768446,3192.035017283309,4159.516079045523,3110.5064149257123,4286.351001461949,3036.777838526507,3853.1526902937994,2180.216867650251,3365.0590116888993,3363.794476698644,7389.86244306599,2675.3200918748607,1516.5047345341898,4777.398906080635,3417.804234378895,3781.671455494736,2134.2636886479227,2041.0513324320573,3052.3357750777973,3584.7776750435382,5365.342762170058,1825.6269993353478,2427.0658232358205,2844.615249811633,4171.696940340405,4751.098320729079,4259.57316842033,3121.018781819827,2859.2072723736806,3205.288089936988,1212.1763469080838,3895.6525226272925,3842.5141526871494,4189.970794776739,6806.050892757608,5482.668175688992,4752.366348486244,3102.9837247215182,979.833633062638,5045.994623894504,2489.441059895435,4568.423381568023,4543.908497009726,2133.948891914074,1983.4112542966693,3078.4319167832728,6058.829598997293,3354.8606854213767,3745.17789805807,4261.426071049603,6798.534321997466,3057.2636621527276,3425.7217140567004,2287.493138316196,2889.773547930739,2938.1994932817724,3072.462972812925,3365.941959284106,5918.17123728101,2837.502905578606,3961.4346397663567,4359.226168095997,4444.978173633256,2593.304101291215,1934.219147290498,4456.973332983543,2623.4823104811,3964.246632863154,24681.675009682076,3869.9512087018174,4135.497393856281,8152.600678423111,4920.24834633829,3928.1999242659535,3386.0737190432646,3336.3511213570823,2238.377178960845,3684.045384976217,3561.4415403566154,3267.1036022384133,3302.6573689073753,2190.112662717816,2682.830171665299,3329.6962476094477,5299.12544663279,2326.238759521973,4214.916990596134,3937.2314019190426,2888.041466904534,2052.2267936560884,3863.797910476682,3482.348744911293,4017.6960941830403,2423.2545603563894,3847.875772933142,3880.2426607454945,3484.2022814274515,7821.1069922526185,2237.2082121410913,3374.742671041675,3040.038490488098,3818.024713185256,4602.722468668484,3244.493873609762,3298.850226654117,3035.070511106797,2892.6157144009694,3161.5994151836376,4624.414649567083,4564.2139292912525,4738.8643006440425,2382.3250617405874,3840.091763165502,4062.7684063009146,1771.4683790629852,3805.1823954555766,2057.5925750532747,3417.395736665665,1408.8465473334868,4562.8890036383245,2596.9193094056577,3956.4007166955457,3458.8730035578587,2428.8411981937693,5032.143240974681,3150.1487365012845,1700.3349842510638,3565.892353518658,3832.278756797387,2410.2230098499404,4118.72950451487,3620.3316387182404,4906.106280969104,1618.4281993174434,2323.370378352391,1944.2313545950633,4282.879923982358,3023.0389545544235,5343.334117961239,3787.2921995855513,2358.4910490150646,4187.211545872701,3541.390154421072,2454.0464801445105,4124.429955442131,3335.129080423926,3864.0084827917008,1654.622006694276,2733.814119863015,3640.3787205295735,3384.7171345555553,4181.960817284212,2500.010316584158,3117.3573811511897,2782.681828706604,3375.1484372015266,4335.98580446245,4090.393375804475,1652.686758260621,3699.1402389617438,2424.239339437109,4361.514495805511,4653.351247285932,3682.4914593006424,4047.901685071331,8106.077170923042,4154.138399334258,4453.863039674094,6898.453745434505,7597.486896021624,3479.845014359159,3045.3768293076387,2465.0856448814393,1835.3122710636785,5400.534253166902,2996.9036611753704,2931.6336929895806,1760.2887843893018,2275.913886824408,2247.233315359752,3431.157087665072,3688.371703728955,4984.2661791739065,2858.906806332241,2711.877986719327,2257.4360604059075,2020.8986949818814,5037.998133906139,4915.165772565876,2052.8471967728633,3493.784775922677,5614.9837207007,2471.928302099407,5713.257788079054,7784.5285273549525,3175.1513021073797,5369.1762646556135,3459.3768129004493,4203.9310417571,2212.6759691069205,4205.130599001519,4371.142256103538,3099.5853624857964,5550.35885916191,5208.381236052965,3206.4499037387536,2800.0343278937985,7618.813780651662,5260.060086528211,2063.1709641738166,3491.542124257144,2605.742189747953,3708.010830015192,3031.047092773433,2542.34709688323,5000.547355948253,3531.3496404308844,2704.592638798843,5606.383722874061,3451.825141202776,4066.697286925025,3843.2840214911093,2032.3874635648783,2885.01084037297,5379.728474319858,4235.682749899909,6386.341258933595,2052.6883035101177,3628.144458833465,2338.8342217617646,4679.451893045463,3498.0285449526805,4358.218432498368,2546.806929197784,5105.999751463042,2017.1291975588324,3563.6928740037692,3389.3065695212954,2000.2138968713737,4284.459141004785,2151.3184184429033,3505.4979346031573,3773.17248681783,3127.7869743419683,3804.137931585674,3975.371380380158,4411.3517377230055,4187.098125311958,2534.9506504023384
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,1837.1107451610249,3527.607221822322,2038.8067509406992,2360.7758138094637,3825.229973978576,3527.0235429721824,2315.937182217134,2845.183529139661,3005.166434427381,2875.2496934593755,2645.978510251263,2688.347515230083,2632.6626737480265,2836.5376195893255,3202.0982511789366,3571.001231285891,2402.0837587481774,2982.625143094728,2239.515310388098,2771.162603105823,3243.6362642013823,2995.006538847938,3048.0314166525336,2435.5020029723128,3811.4189522193815,2725.6321752183285,2442.69400073629,3324.7072686197334,2831.429495551134,3083.9230591644255,2421.697654865864,3047.325097931832,2346.4325229778055,2682.858838876631,2791.18221280782,4392.499815616507,2587.555138070583,2245.7481175648977,3749.653412370576,2709.4368082576507,3002.0645613284073,2210.341076188913,2281.7440727167786,2523.2496441543894,2855.2189984707798,3378.3927424930807,2316.9468564421845,2415.2298385360655,2424.618108164497,3299.0662888236516,3525.8064914750175,3026.8526495318624,2717.7975494413736,2989.024305201525,2654.8503917033036,1981.5630058934096,2964.1426713197275,3054.0386295132553,2982.273340182983,4383.398849270279,3768.6201805796904,3459.1879539258834,2887.4391817592586,1761.5998252630015,3311.681821159861,2312.7662667045665,3472.7294373745654,3290.0861939542983,2384.160437200761,945.1603635074185,3085.925582160308,3749.3091591333114,2664.0798828900797,2989.0111239295056,3274.983202026847,4582.361624565484,2463.78393234216,2735.4962824961826,2282.675132848327,3079.5260375355883,2332.167509241457,2346.179847935577,2660.7251308632335,3886.5686387533624,2551.0928860245876,3354.6694683578035,3284.474610584016,3353.9113193880426,2363.3488873932433,2053.4757843546977,3101.2206995050374,2224.9181467419144,3159.9010859853993,19483.59851162722,3077.922033943469,3255.7985029672645,5206.763361877796,3322.130974318522,3098.636618139064,2998.5524593619366,2881.163170886067,2298.2276124427844,2804.098236025446,2870.2509860228647,2576.6717700538916,3094.843230765549,2105.699560108196,2256.1113560289705,2649.6511718945726,3634.4925836048947,2166.2777897067267,3118.513308311524,3133.552222595162,2821.018132786419,2180.0119051816873,3064.478509125001,2953.6785482231194,2943.616725361958,2229.1194940660343,3135.0166344425656,3092.002376689334,2877.3579410692923,4797.613652477457,2450.7207379521165,2730.700139492996,2725.6215435831214,3499.8718745827255,3676.1539217116238,2578.8882284110528,2609.3305662449307,2990.7617037713053,2638.3378424640478,2716.7821442298423,3391.238428539306,3016.6367902283723,3426.2058965737942,2485.3222595511984,3243.727065895257,3125.4852660668216,2223.4514474353837,2920.6948390830626,2400.1372948896374,2634.260809499695,2024.6398535382245,3419.126485740516,2461.095501552775,3199.1520076680126,3201.1482808959754,2495.623838648374,3566.3642493624507,2500.0343620301005,2131.4693914765508,2873.081517862065,3142.14498825522,2393.13531201933,3320.2866314846488,2806.3990501372205,3618.3326111897472,1972.404791492941,2117.222316891631,2335.3531184703825,3253.224559809661,2650.2613815027835,3887.140812793683,2738.70045333634,2474.4695270420752,3104.971249288507,2787.846970759712,2429.554499559434,3286.8003466406603,2876.658496987807,3091.8145780320992,2372.1732593878583,2521.1985301173204,2804.7242904382333,2687.7387756534195,3051.1814053685057,2404.2470097081286,2790.6670962151384,2558.9000319493875,2859.664495199987,3172.515311524862,3246.414062530648,2111.579558776361,2942.5191475356396,2256.8005580662025,3340.8986787289878,3474.3528171650632,2927.7590719675345,3223.0084634617574,4980.513613911912,3345.050651295324,3145.983680167438,4377.605720246077,4959.277344722448,2743.0338502975774,2415.772036069899,2634.8469419068874,2133.2346836940496,3976.9201465305177,2528.421596514563,2554.1792670070186,2213.2623680484758,2287.563442207205,2399.0919657205723,2721.6097981793014,2935.018679269578,3578.3080652284925,2416.6243419605116,2677.696965517217,2578.4830458493548,2250.405295505347,3649.0470813538886,3217.7696212827063,2399.3736101412715,2773.715914773123,3848.3129785437986,2534.6452079619808,3998.054770298548,4766.473724992061,2662.828080157334,3941.627435540499,3285.7772361157317,3124.0106279509805,1939.573920247644,3082.0006358877263,3261.7635564639013,2582.9193893301276,3583.3024032118187,3762.588200978412,2780.8555969358017,2164.330241653278,4508.856506657036,3881.296744440984,2399.491793499852,2944.1294952656262,2425.5306376012068,2783.165304255355,2405.61800064031,2409.0027775391923,3619.1648754157804,2805.0652006947957,2838.2680605920323,3883.0634714103517,2779.793934196574,3223.794483478612,3036.3387107063,2282.1230733136917,2972.6259377783927,3863.035712714225,3368.117811832649,4160.274035358383,2332.776072999683,2881.024783877562,2705.569300945404,3438.599745461756,2755.729177662389,3479.384645506416,2169.283029309163,3615.485303049323,2324.024216176359,2941.7789192282194,3057.891386168725,2229.5971747784843,3407.4544196994534,2291.5768603864963,3165.009454435295,3292.979628518023,2473.571577692225,3033.891699550704,3299.2266079767155,3537.5805335808186,3050.6001523389214,2424.124230236391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,1412.3751413074547,1318.438338455332,240.44727221224778,2689.3695768612847,2015.4006859840138,1504.919428708441,2941.669853801256,2203.7129971921217,2528.347458185733,2235.08917435756,2074.7577292218502,2337.113209435234,1934.7122543200398,1833.5950849004118,3346.8425252107686,2786.050236654582,2281.2568259692616,2705.005696717149,2620.8196802914104,3696.3966095432556,2552.35854462831,3312.721804720073,1772.6914985702704,2814.60163460458,1310.1283650276778,2035.7731360578125,1679.6655090373765,2650.217350405714,3106.393456185682,1616.3643296748241,1916.615766907846,2349.126287387623,3356.054686663454,2121.757249894232,2477.1290412429,0.1,3167.821513144644,4333.402403767924,2819.350467079482,2104.6042656177765,2342.26592303633,3003.0877279123624,3419.0212585856757,2216.84306224013,2251.1257372400974,453.5647163842199,3957.3842345347143,3094.6886133012454,2304.062948043634,2542.7302470408754,2141.851241741599,1483.1111478640864,2715.5398915639894,4114.028935015768,2344.741547204443,4071.3010553207305,1994.55712191259,2391.9201454202553,1474.7747905259334,894.0769472985136,1494.0594598534085,1922.3343220469612,3303.6512220190275,3811.6845097962823,864.3144388864362,2638.2176209741297,2328.215774128608,1781.433662284517,3569.9577471555076,0.1,3998.546814653256,297.9921408945863,2080.6385152136077,2371.5149937534025,2287.801255415966,1557.0205980037395,2013.429905161614,2173.9265512087245,2937.3682112174347,4348.740383871983,1818.8312914391158,1600.418330949064,2047.9157992506068,1021.7799748459196,2730.0676239224877,3137.3991821758227,2126.3743469882265,2183.92651750346,2598.729235824397,2885.5030134358926,1337.145597250509,2088.411165325293,2497.3722606337574,14929.312443639643,2415.7635854637483,2472.971868328748,928.0404904382822,1145.6644458629848,2368.685544195406,3108.861168983605,2824.2336388196054,3084.631647956745,1889.356302959311,2345.9914394321204,1968.4844067218482,3586.605376233117,2552.357092622155,2073.3075846683105,2083.125964519337,1418.092556047763,2481.9784404126513,1869.5407929833332,2464.667482238503,3510.006377589386,3065.62944082044,2384.0705661743973,2773.3279083257285,1687.662220292247,2495.8931611651647,2645.177093572412,2441.392505673109,2521.0530391830166,247.115326451415,3583.7071709376487,2258.5645262134203,2900.295013737975,3892.4742720060494,2923.453931609829,2020.1723420598976,2012.439631913441,3773.8121570690278,2905.892912722946,2632.42058503876,1952.6226335959625,850.6827846230208,1841.443730304346,3411.0218181009373,3014.6318919608216,2191.4895365024468,3759.3202243632973,2030.948152757991,3772.1782918990893,1860.5070102575364,3824.8338805752473,2164.4782374069014,2910.0479732016865,2640.670741639767,3625.68004008175,3353.096250873961,1721.2347712473804,1948.8423486695094,3599.57117375945,2346.4588780419144,2699.0743389613776,3055.836709898678,2716.0327074600814,2022.1598264154359,2138.4134961536397,3242.475909951288,2327.811900208829,3784.0827224673258,2174.7240998970324,2688.228014791876,2154.1972402127567,1473.2508041434492,3422.542127635439,1879.9141779071417,2116.9798832124125,3088.2901757942764,2595.73323480468,2811.9622067752916,2472.709069060254,4473.616954784449,2836.6094023720552,1977.2766331458768,2098.992254769528,1715.0099390664566,2915.4472625989893,2960.1278428434025,2863.3195709274555,2677.893349507871,1807.352496460923,2531.1079306987026,3628.4876333555903,2310.602155359348,2584.132892793032,2305.6863542036826,2166.4734986762587,2295.2620611787897,2538.4295395414993,282.4867458219121,2727.066417574777,1489.0869754148414,693.4725980027745,1213.5685959465532,2092.035382501399,1880.3999421046544,3735.35971982852,3339.857169620258,2334.1735420511354,2342.712094762459,2554.9916393653593,3748.1146058118306,2976.0661839696127,3395.799509918883,2117.9986369392122,2307.346772806753,1854.3056878322413,2249.913946293379,3389.576562826921,3960.1352684941403,3356.5639355197895,1979.0753927242758,815.6828122036138,3779.0233479269077,2164.5724255443265,1493.4446414229371,3395.4750766626885,1787.9788801204488,217.61107434716268,2430.0015714460637,2280.873474696402,3900.3847151415903,1909.0558668620388,1966.793927634237,1769.8408076245419,2028.9527945163659,2318.3015410183298,757.2204450477045,2013.8593028700004,2752.9434067190036,1543.8027554306725,0.1,2298.937132420915,3759.1042206757193,2724.1390252897154,2776.8361218734613,1774.0294217658789,1875.5039859716012,2847.6748132980742,1955.3840271184793,2192.818715724695,3926.996978593858,1623.565166870166,2266.896330368932,2504.0241538288665,2332.7450349832666,3437.2954772935936,4009.8591887345283,2004.091997445363,2641.8359765814466,992.6621666861038,3562.3812192353903,2249.902131731535,4214.055086960015,1998.667706994322,2097.6307005513113,2763.314230133632,2057.969073839769,1735.9999904095264,3603.8057181278964,2574.580027600585,3295.811276307114,3329.4589256379686,2674.05242392397,3234.187174514666,3416.251709682763,3306.694442795475,1906.6143021529672,2401.763467024976,2929.373214677548,2848.399604190581,1703.0126599659272,2911.4827950801673
